Headlines,Labels
deposit unaffected by rbi moves; liquid mfs to suffer: sbi,0
"psu bank space bar sbi be a complete avoid, say sudip bandopadhyay",0
"ncr bag largest atm order from sbi for over 7,000 machine",0
girish pai overweight on bank sector,1
"above rs 275, sbi may test rs 290-295: gaurav bissa",1
no 'clarity' but sbi see right issue through by march '12,1
buy state bank of india; target of rs 334: kr choksey,1
"buy uco bank, say vk sharma",1
top 10 nifty50 stock which fund managers buy in october; aum hit rs21 trn,1
suzlon move cdr cell to give lenders time: sbi,0
expect sbi to hit rs 2200: murlidharan,1
man spend usd 1.41 mn on uk websites use sbi card with usd 200 limit: cbi,1
"short sbi; buy acc, go long in itc: amit harchekar",1
bank of india can move to rs 515-520: mohindar,0
govt to infuse up to rs 810 cr capital in unite bank of india,1
sbi q4 pat dip on higher provision,1
"sbi, icici bank top pick in bank space: sukhani",0
"buy state bank of india, advise sudarshan sukhani",1
"bank of india, pnb, sbi may dip 10-15%: gautam shah",1
"buy jm financial, niit tech, sbi: ashwani gujral",0
"il&fs financial service open office in london, u.k",1
"thumbs-up for sbi merger, but downsides remain:phillipcapital",1
"infosys look strong, say jai bala",0
sbi have support at rs 2325-2320: bose,0
"buy marico, coal india, dr reddy's, maruti, sbi: sukhani",0
"sbi, axis bank look attractive: mohindar",1
moody's affirm rat on sbi's bond program,1
"exit jspl; buy sbi, infosys, tcs, maruti: sudarshan sukhani",1
"sbi, icici bank top pick in bank space: vora",0
"below rs 282, sbi may slip to rs 270: sameet chavan",0
"sell sbi, aurobindo pharma; buy vinati organics: ashwani gujral",1
see rate cut post budget; better credit growth in 2015: sbi,0
need pool of profit to tackle npa menace: sbi's arundhati,1
"exit south indian bank, prefer dcb bank: kunal bothra",1
like private banks; sbi top pick: r sreesankar,1
no plan to revise interest rat on home loans: sbi,1
"state bank of india may head to rs 160, say rajat bose",0
sbi raise rs 500 crore via issue of bond,0
"bad loan to shackle sbi fy14 net, hurt smaller rival",0
next target on sbi at rs 3500: gujral,0
sbi may move to rs 300: shahina mukadam,1
"sbi's board meet on march 24, 2017",1
"sbi may test rs 160, bob rs 110-111: rajat bose",1
"strong plan, banks' pressure vital for kfa reboot: experts",0
"prefer icici bank, state bank of india: sandip sabharwal",1
buy state bank of india; target of rs 350: centrum,1
sbi may go upto rs 2200: sandeep jain,0
"sell boi on rally, say sudarshan sukhani",0
four sbi group dmds appear for interview for md's post,1
"buy jsw steel, sell igl; nmdc can go higher: prakash gaba",0
"buy sbi on dips, say sukhani",1
axis bank launch zero balance account for indian army,1
buy britannia industries; hexaware may hit rs 246: prakash gaba,1
sbi shelve plan to buy stake in tata motors' finance arm,1
sbi have good support around rs 1850- 1900: mohindar,1
avoid long position in tcs: way2wealth,0
lakshmi vilas bank name p mukherjee as new md & ceo,1
"sbi's q1 result on august 08, 2014",1
snapdeal acquire majority stake in rupeepower,1
"look at sbi, pnb, bob: sudarshan sukhani",1
state bank of india look weak: prakash gaba,0
sbi revise interest rate on retail term deposit,1
o p bhatt receive 'best executive 2008' award by asiamoney,1
sbi to organise outreach programme for farmers on july 18,0
buy sbi at rs 1400-1500: choksey,0
sun pharma promoter firm pledge 1 cr share to sbi,0
look at banks: dilip bhat,1
"sell sbi, say dhananjay sinha",1
buy sbi 265 call: rahul shah,1
keep rs 1620 stoploss in sbi: gujral,1
sbi merger: bank unions question need for €˜big bank€™,1
sbi can go upto rs 3180-3200: thacker,0
sbi may cut interest rate to boost credit,0
"icici bank, idbi bank look attractive: choksey",1
hold sbi: indiabulls securities,0
"angel broking neutral on sbi, canara bank",1
"sell pnb, sbi; buy sun pharma, reliance industries: sukhani",0
"buy kaveri seed, bosch; sell sbi, sail: sandeep wagle",1
"sbi cut base rate by 40 bps to 9.3%, effective oct 5",0
sbi say never agree to fund adani's australian coal proj,0
"vijaya bank will grow quarterly net profit to rs 1,000 cr by fy19-end, say ceo sankara narayanan",0
buy state bank of india; target of rs 310: centrum,1
sbi-bharatiya mahila bank merger get competition comm nod,1
have the time come to look at state-run bank seriously?,0
sbi have resistance at rs 3060: mohindar,1
"short indo count industries, bank of baroda: sudarshan sukhani",0
"short bank nifty, sbi; avoid nifty: sudarshan sukhani",1
bank result indicate asset quality stability: rbi,1
buy sbi at around rs 1895: anu jain,1
sbi should move towards rs 310: shubham agarwal,1
lenders yet to agree on fresh loan to kingfisher: source,1
we be adequately funded: indian bank,1
"remain invest in sbi, say kunal saraogi",0
"psbs on hire spree,to recruit 45000 personnel in fy12",0
"hold sbi, say vaibhav agarwal",1
loan growth in single-digits so far; see pick-up now: sbi,1
ril lose top spot to tata as best indian brand,1
sbi can move to rs 2450-2475: shardul kulkarni,1
sbi to issue 10cr equity share on preferential basis to goi,1
podcast | stock pick of the day: nifty close in red only once in july in last 15 years,0
idbi bank cut base rate by 25 bps to 9.75%,1
bankers hail budget 2018 but flag concern on expenditure overrun,1
"prefer sbi, obc, canara bank: ck narayan",0
sbi may touch rs 3000: rajgarhia,0
sbi can slip to rs 2060-2070: s bhamre,1
kingfisher in talk with foreign airlines for fdi: mallya,0
"'as long as nifty trade above 11,760, maintain buy on dips'",1
sbi have strong support at rs 2100-2150: kapadia,1
fm clear pratip chaudhuri as next sbi chairman: source,1
buy sbi; target of rs 3230: motilal oswal,1
"buy bank of baroda, sbi: sudarshan sukhani",1
"hold sbi, target of rs 1407: sharekhan",0
"buy sbi 2400 call at rs 34, say trivedi",1
"accumulate state bank of india, bob: devang mehta",1
sbi begin to look bullish at credit growth,1
sbi likely to outperform: d mehta,0
"sell state bank of india, colgate palmolive; buy balkrishna industries: ashwani gujral",0
"above rs1720, sbi can go upto rs1770-1775: mohindar",1
expect bank nim to remain stable in q4: kotak securities,1
sbi approve long term fund raise of upto usd 2 billion,1
idbi bank acquire 32.30 cr share in jpvl,1
prefer sbi over jp associates: vijay bhambwani,1
"like pnb, state bank of india: prakash gaba",1
dhanlaxmi bank hike base rate by 25 basis point,1
sbi a market performer; target of rs 2155: karvy,1
"buy tata motors, sbi: sukhani",1
"buy sbi, l&t, bhel, ntpc: ambareesh baliga",0
sbi may slip to rs 2100: girish patil,1
"sell acc, buy cement stock on dips: sudarshan sukhani",0
s&p cut sbi rat on weak asset quality concern,0
super six stock to bet for intraday,0
"l&t may head towards rs 1370-1375, say mitesh thacker",1
go long in psu banks: bp singh,1
we be well poise with capital for npa resolution: sbi,1
"see upside in sbi, dcb: rajiv mehta",0
top bankers say demand for credit rise in corporate india: report,0
no stress on deposit rat till credit growth pick up: sbi,1
sbi q2 net down 35%; increase in npas not as bad as fear,0
"govt pave way for sbi, associate merger but challenge remain",1
"no bid for vijay mallya's kingfisher house, auction fail",1
book profit in axis bank at around rs 429: rajat bose,1
"buy state bank of india, target of rs 1516: sharekhan",0
sbi rank as india's most patriotic brand: survey,0
"go long in sbi, advise rishi kohli",1
sbi to start wealth management service in fy11,1
sukhani's view on bank stock,1
icici bank's insolvency plea may not be admit by nclt: punj lloyd,0
bank to consider suzlon debt recast: sbi official,1
"avoid psu banks, prefer private banks: sudarshan sukhani",0
sbi to tap avenues to raise cd ratio in west bengal,1
"buy sbi, tata motors, icici bank: ashwani gujral",1
kingfisher share fall as promoters pledge hold,1
"stay invest in sbi, say vishal malkan",1
bidders for stress account must be clear of any wrong-doing: sbi chief,0
"hold sbi, say rajesh agarwal",0
buy sbi; target of rs 2600: motilal oswal,1
bank recall kfa loan after meet management,1
sbi ink pact with bank of china for business opportunities,1
see credit growth for fy10 at 25%: op bhatt,1
"look at metal stocks, say sudarshan sukhani",1
"thacker bearish on sbi, punjab national bank",1
stay away from psu bank except sbi: sudarshan sukhani,1
buy icici bank; canara bank look positive: rahul mohindar,1
customers now drive to public sector bank,1
"buy sbi, target rs 281, say mazhar mohammad",1
"stay invest in sbi, say sudarshan sukhani",1
top pick for 2011: jain,1
"buy adani enterprises, sbi may test rs 275: rajat bose",1
"sp tulsian€™s view on sbi, tata motors, pvr, rel comm",0
eight indian company in fortune 500 list,0
super six stock you can bet on jan 02,1
"npa resolution: bank may have to take some haircuts, say experts",0
no immediate cut in lend rates: sbi,0
"brace for 'weak' indian q1 earnings, say bofa-ml",1
"sbi, icici bank top pick in bank space: iifl",0
"nbfc, public sector bank to do well: bp singh",1
buy sbi on declines: kunal bothra,1
"bank stock may rally, say taher badshah",1
sbi draw pvt bank customers with home loan at 8% interest,1
sbi say no liquidity squeeze so far on rbi move,1
"sbi get shareholders' nod for rs 11,500-cr qip",0
"hold sbi, advise sudarshan sukhani",0
credit suisse see india's macroeconomic visibility improve in 2018,1
sbi can touch rs 2500: sukhani,1
hold sbi; may touch rs 2800-2900: gorakshakar,0
psu bank look good in long term: dilip bhat,1
"how bank dress book to meet loan, deposit growth target",1
"hdfc bank, icici bank, sbi top picks: r sreesankar",1
"sensex nosedive 800 pts, nifty below 50-ema; 5 factor weigh on market",0
right issue in advance stage of clearance: sbi,0
"buy yes bank, hdfc may test rs 1320 in long term: ashwani gujral",0
"sbi cannot afford to keep offer exist deposit rates, say chairman rajnish kumar",1
sbi hop to sell stake in insurance units by year end,1
sbi's retail bond issue 17.3 time subscribe,1
hold sbi for long term: baliga,1
"below rs 265, book some profit in sbi: rajat bose",0
guarantors of defaulters at risk; sbi to target ub hold,1
buy bank stocks: sudarshan sukhani,1
"stay invest in sbi, say mayuresh joshi",1
central government nominate rajiv takru on sbi board,0
top bankers hail work of outgo rbi chief subbarao,1
"right issue on track, may hit market in q3-q4: sbi",1
sbi hike bulk deposit rat by 50-140 bps,0
bank sector result preview for q3fy12: angel broking,0
state bank of india have support at rs 2770: bhambwani,0
will pass on crr cut benefit to smes: sbi,0
"bank credit rise 16%, robust growth expect in q4",1
india to pay for iranian crude through german bank,1
sbi to soon send detail merger plan for govt approval,0
sbi: infusion of capital in bank by goi,0
sbi have target of rs 2275: bhamre,0
ten 10 stock that should be on your radar,1
"buy state bank of india, target rs 305: shitij gandhi",0
"short telecom, real estate stocks: mohindar",1
"buy bharat forge, sbi; sell india cements: ashwani gujral",1
expect to end q4 fy12 at around 18% credit growth: sbi,1
play safe; buy lakshmi vilas bank & obc: prakash diwan,1
"bajaj group commission 660 mw power plant at lalitpur, up",1
buy sbi; target of rs 2706: plilladher,1
like state bank of india from psu space: anish damania,0
"icici bank, sbi top picks: parag thakkar",0
sbi-omanese fund launch second india-focused pe,1
ease of do biz: com min start online payment facility,0
sbi will raise capital during q4fy11,1
banks' npa woes to continue in q4; retail loan growth to support financials,1
buy sbi; target of rs 2988: angel broking,1
state bank of india revise base rate to 8.00% from 7.60%,1
sell state bank of india: anand rathi securities,0
bank to auction kfa brand again tomorrow at lower price,1
indiabulls house finance cut home loan rat by 0.45%,1
"prefer public sector banks, say sanjay dutt",1
"buy oriental bank of commerce, target rs 170: rahul shah",0
sbi to revise interest rat of bulk & retail term deposit,0
expect more that 15-20% return in sbi: rajesh jain,1
buy state bank of india; target of rs 2561: krchoksey,0
"sbi, icici bank look cheap: v kapoor",1
sbi q2 net profit see up 19.32% at rs 2970.99 cr,1
"state bank of india's fy16 result on may 27, 2016",1
"reliance indutries, state bank of india likely to keep nifty under pressure: amit gupta",1
sbbj report rs 221 cr loss in q1,1
malkani bullish on idbi bank,0
"stay invest in sbi, say pankaj jain",1
"sbi a top pick in bank space, say patnaik",1
union budget 2012: crr cut more important than rate cut for economy: sbi,1
"axis bank, sbi worthy picks: rahul mohindar",1
top pick stocks: mitesh thacker,1
invest in bank stock at current levels: choksey,0
"buy lic house finance, state bank of india, cesc: taparia",1
thukral's view on bank space,1
super six: top chart pick for may 28,0
sbi sign jv with canada's brookfield for stress assets fund,1
sbi: outcome of agm,0
"as exit poll suggest thump victory for modi, experts pick these 10 stock",1
"donï¿½t buy sbi, say rajen shah",1
rbi direct omcs to buy dollars from state bank of india,1
exit state bank of india: rishi kohli,1
sandeep shenoy cautious on sbi,0
sbi may lead downtrend: anil manghnani,0
sbi revise base rate by 20 bps to 10%,0
hold state bank of india: kapadia,1
avoid psu banks: sudarshan sukhani,0
reverse trend: axis bank hike base rate by 25 bps,0
buy sbi; target of rs 3101: kotak securities,0
sbi set up team for fintech; expand wealth management biz,1
"obc, canara bank, sbi may see upmove: sukhani",1
majority of npa case may land up in insolvency court as deadline for 2nd list near,1
no bubble in retail loans: sbi chief on rajan remark,1
sbi chief expect retail lend cost to come down,1
"don't short sbi, say amit gupta",0
"buy sbi, pnb, dr reddy's; sell acc, tata motors: sukhani",1
"buy state bank of india, hero motocorp: sandeep wagle",1
rbi credit policy: here's what the country's top bankers be say,1
"rbi monetary policy: mpc hike repo rate by 25 bps to 6.25%, maintain 'neutral' stance",0
"more ipos from insurance company will benefit industry: pushan mahapatra, ceo, sbi general insurance",0
tata power raise rs 500 cr through debentures issue,1
"short sbi, advise manoj murlidharan vayalar",0
"rbi slap rs 50 lk penalty on icici bank, rs 25 lk on bob",0
"buy sbi 280 call , sell 300 call: krish subramanyam",0
"sbi chief, tata sons board members hail chandrasekaran",1
sell sbi march future; target of rs 2550: iifl,1
"cannot walk away from consumer theme: samir arora, helios capital",1
sbi may come down to rs 2700: bhamre,1
rs 15 lakh miss from sbi vault,1
8 indian cos among world's 500 largest corps: fortune,0
prefer psu bank for long term: sashi krishnan,1
sbi general q1 net profit up 126%; wipe out accumulate losses,0
sbi may slip to rs 1820: dipesh mehta,1
sbi hop to cover one lakh villages next fiscal,0
"jnpt ink pact with sbi, dbs for $400 mn loan",1
"buy state bank of india, larsen & toubro, bharat forge: yogesh mehta",1
sbi right issue likely march qtr of fy 11,1
advani`s view on bank space,1
buy sbi; target rs 1700: shardul kulkarni,1
digitisation integral part of co; focus on b2b seg: tech mah,0
goldman sachs downgrade sbi to 'sell' from 'neutral',1
hold psu banks: seth,0
trade setup for friday: top 11 things to know before open bell,0
"short sbi, tata steel may hit rs 327: prakash gaba",0
here be manoj murlidharan€™s top f&o pick,0
sbi expect rbi to cut crr by 1%,0
"sbi, icici bank can gain 3-4% from current levels: mohindar",0
"sbi to raise up to rs 12,000 crore by tier-ii bond",1
nclt admit sbi's insolvency petition against uttam galva steel subsidiary: report,0
buy sbi; target of rs 3234: icicidirect,1
adani want aus to restrict green from oppose coal mine,1
here be why sp tulsian prefer maruti suzuki over tata motor,1
sbi cut interest rat on fix deposit across tenors,1
"buy sbi at current levels, say sukhani",0
sbt post rs 68-cr loss in q3 on mount bad loan,1
"buy ultratech cement, pidilite, biocon: sudarshan sukhani",1
half-yearly review: here be top five events that shake indian market in h1cy19,0
bank a safer sector: mohindar,0
finmin may ask for rs 14000cr more for bank recap in fy12,0
sbi say q2 corporate lend soar 18%; top rs 2 trillion,0
"kotak conference: majority of stress in public bank already recognised, say pro",1
short sbi on every rise: hemant thukral,1
buy sbi on dips: anu jain,1
"sell sbi, jsw energy, power grid: ashwani gujral",1
"target for nifty be around 13,000: motilal oswal's gautam duggad",0
"prefer reliance industries, sbi, bob: yogesh radke",1
sbi raise fix deposit rat by 0.25%,1
sbi unveil new brand after merger of 6 entities,1
sbi to conceal pan info on tax refund cheque after activist protest,1
"poor loan growth, rise in npas hit bank sector's q2 nos",1
corporation bank cut lend rate by 0.25%,1
buy icici bank 920 call: vk sharma,1
"go long on pnb, sbi, icici bank: siddharth bhamre",1
"sell bhel, arvind; buy sbi on dips: ashwani gujral",0
"book profit in sbi, say rajesh agarwal",1
india inc q4 advance tax nos a mix bag,0
"pick sbi, say prakash gaba",0
sbi hike base rat by 20 bps to 10%,0
sbi hike deposit rates; more bank likely to follow as rate cycle move north,0
enter sbi at rs 2000: mehraboon irani,0
"buy sbi, say kamlesh kotak",1
"prefer bank of baroda, dena bank: sudarshan sukhani",1
calculate corporates' unhedged exposure a tall task: sbi,0
buy state bank of india; target of rs 335: icici direct,1
ajit surana neutral on sbi,0
bank merger a progressive step: ficci,0
"rate cut, reform can boost export, aid iip: videocon",0
"exit ptc india, say sudarshan sukhani",1
"buy sbi, positive on icici bank, axis bank: rahul shah",0
invest in sbi: akshata deshmukh,1
short bank of india; buy indusind bank: sukhani,1
"stay invest in sbi, say sameet chavan",1
"angel expect yes bank, axis bank, icici bank to outperform",1
sbi could move up another rs 40-50: rahul mohindar,1
"sbi plan to raise rs 5,000 crore via infra bonds: report",1
"sell aurobindo pharma, union bank: ashwani gujral",0
remain sellers on sbi: ambit capital,0
"state bank of india to install solar panel over 10,000 atms in 2 years",0
"buy state bank of india 290 call, advise rahul shah",1
sbi execs to meet kingfisher airlines founder within days,1
"buy uflex, vip industries, havells india: ashwani gujral",0
state bank of india rise 1% on recapitalisation buzz,1
"sbi may slip further, below rs 2670-2640: bala",0
bid process for jet airways start today; 75% stake on offer,1
"state bank of india's q1 result on august 12, 2016",1
sbi have resistance at rs 2300: sukhani,1
rakesh jhunjhunwala negative on sbi,0
"buy hcl tech, l&t, zee ent; bank will underperform: sukhani",1
go long in bank stocks: harendra kumar,1
sbi commercial branch premise inaugurate in guntur,1
buy sbi; sks microfinance may slip to rs 50: sukhani,0
"buy, sell, hold: 6 stock that you can watch out today",1
"sbi's profit, capital hinge on npa resolution: moody's",1
home loan to get cheaper as sbi cut mclr by 15 bps,1
sbi to allot 19.65cr equity share on preferential basis to goi,1
bigger bank now claim a smaller chunk of the pie,1
sbi have intraday target of rs 2225: jain,1
ruchi soya: lenders to take 52% haircut as patanjali's plan get green signal,0
nita ambani most powerful businesswoman in asia: forbes,0
"sell sbi on rise, say shardul kulkarni",0
bull's eye: 12 intraday pick for the day,1
state bank of mysore q3 profit rise 13% to rs 96.2 cr,1
will restructure loan worth rs 7000 cr in 1 year : sbi,1
accumulate sbi; target of rs 3000: plilladher,0
"stay with sbi, say rajesh jain",1
'sensex may hit 50k in third year of modi 2.0; top 6 ideas for your portfolio',0
buy sbi on decline: natarajan,1
would be happy if there be a rate cut: arundhati bhattacharya,1
"look at bank, cement space: vikas khemani",1
nclt reserve order on bhushan steel bankruptcy petition,1
"buy britannia industries, voltas: sudarshan sukhani",0
"emphasis on agri, retail, msme lead to rate cut: union bk",1
"buy bajaj finance, motherson sumi, sbi: ashwani gujral",1
sbi dec qtr pat see up 17.4% at rs 2911cr: angel,1
instant refund on flipkart for visa debit card users,1
analysts see limit impact on banks' earn after rbi move,0
"buy axis bank, icici bank, sbi: sudarshan sukhani",1
obc cut rat on select term deposit by 0.10%,1
"buy opportunities see in sbi, icici bank: sukhani",1
sbi partner uber for instant vehicle finance,0
buy sbi; target of rs 315: khambatta securities,0
public sector bank step up efforts to sell non-core assets,1
6 stock ideas to liven up your trade,0
"it, pharma space look good, say nirmal jain",0
"sell mindtree, godrej consumer; upbeat on sbi: sudarshan sukhani",0
sbi offer 20 bps discount on electric vehicle loan,0
ubi slap wind up petition against kingfisher airlines,0
boi hike retail deposit rat by 25-75 bps for 2-8 years,1
invest in bank stocks: hemant thukral,1
super six intraday pick for may 23,0
"buy sbi, canara bank at current levels: sukhani",0
"withdraw up to rs 2,000 from pos machine free of charge: sbi",1
india home to 56 of the world's largest public firms: forbes,0
"banks, financial institutions sign inter-creditor pact to speed up bad loan resolution",1
sbi have strong support around rs 1600: paul,1
sbi revise interest rat of bulk & retail term deposit,0
prefer sbi over bank of baroda; short itc: ashwani gujral,1
"buy sbi, jsw energy, amara raja: ashwani gujral",1
exit andhra bank on rally: sudarahan sukhani,1
"now hdfc, icici bank slash home loan rat to 8.40%",1
stay away from smallcap banks: ajay srivastava,1
"look at reliance industries, sbi: deven choksey",0
sbi launch 'sbi realty' portal for home buyers,0
won't raise rat now; see nims at 3.5-3.6%: sbi,0
pessimism around q3 earnings; bank to outperform: experts,1
"sell psu banks, say sudarshan sukhani",0
"smaller towns drive icici's home loans,book cross rs 1 tln",0
citi cut base rate to 9.35%,0
will bank hike interest rates? look unlikely,1
prefer sbi over andhra bank: shahina mukadam,0
"hold sbi, target of rs 1,350: krchoksey",1
slr cut unlikely to help unless credit growth pick up: sbi,1
6 trade stock for short term gain,0
"buy sbi canara bank, glenmark, jubilant food: sukhani",0
"sell reliance industries, state bank of india: amit harchekar",1
sbi€™s weak q3 may lead to stock correction: angel broking,0
"drt allow bank to recover rs 6,203 cr from vijay mallya",0
sbi merger with associate to boost market share: bhattacharya,0
ai mop up rs 543.03 crore from asset monetisation: govt,0
sbbj q3 net profit jump 26% at rs 206 cr,0
"buy state bank of india, real estate stocks: sudarshan sukhani",1
"sbi, pnb fall but analysts say base lend rate to boost growth",1
sbi can touch rs 2250-2300: dharmesh kant,0
book profit in sbi: rakesh bansal,0
sbi revise interest rate on fcnr(b) deposit,1
sbi to divest up to 10% stake in its life insurance venture,1
"look at psu banks, say bp singh",1
room for further correction in sbi: dilip bhat,0
"exit vijaya bank, say anu jain",0
"overweight on private sector banks, caution on psus: vijay",0
"bull's eye: buy sbi, biocon, rec, nbcc, jsw steel, just dial",1
"aviation company owe rs 40,621 cr to banks: govt",1
look at sbi: taher badshah,1
"buy gujarat fluorochemicals, say sukhani",0
state bank of india to get rs 7900 crore from govt,1
lenders nod to bsl for rs 30 k crore loan restructure,0
"bull's eye: buy sbi, britannia, dhfl, lic housing, delta corp",1
"prefer banking, auto space: vikas khemani",0
"kulkarni's view on pnb, sbi",1
key support for sbi see at rs 2050: mohindar,1
go long in sbi around rs 1835: siddharth bhamre,1
sbi plunge 4%: three reason that spark sell-off,0
here be top 10 stock to focus on april 8,0
super six: top chart pick for june 19,0
why state bank of travancore director be object to sbi merger,1
sbi plan to raise rs 5000cr from right issue by march,1
"radhika gupta upbeat on axis bank, sbi",1
"psu bank to continue their rally; sbi, bank of baroda and canara bank top bet",1
sbi have target of rs 2480-2460: amit gupta,0
sbi cut charge for non-maintenance of minimum balance by up to 75% from april 1,0
"buy sbi, say mayuresh joshi",1
bank of india hop to return to profit in q3,1
sbi fix issue price at rs 2312 for preferential allotment,1
"buy, sell, hold: 21 large & midcap stock to boost portfolio",1
"stay away from sbi, say kulkarni",0
will review current systems in wake of forex scam: sbi md,0
ifsc at gift city begin operations with yes bank launch,0
qip issue to come before march 2014: sbi,0
"state bank of india may test rs 310, say shubham agarwal",1
"sell bank of india, voltas: ashish kyal",1
buy sks microfinance; sell power finance corporation: sukhani,1
"sbi may slip to rs 2050, say hemant thukral",0
"buy one sbi 1750 call, sell two 1800 calls: trivedi",1
buy state bank of india; target of rs 383: hdfc securities,1
"here's how brokerage be play marico, sbi, mah & mah fin",0
"short vijaya bank, say anu jain",0
indian bankers top fortune's most powerful women list,1
buy sbi on correction: rajesh jain,1
"status quo on rat disappointing, say arundhati bhattacharya",1
lic to infuse rs 143 cr in corporation bank,1
il&fs group arm achieve financial closure for 5 project,1
kotak mahindra bank hike deposit rat by 50-75 bps,0
"sbi to charge no-frills account holders, wallet users for atm withdrawals",1
see significant provision in next 2 quarters: sbi,0
"bharti airtel may test rs 355- 360, say sukhani",0
"go long in sbi, may test rs 325-330: kunal saraogi",1
"sbi q1 profit may see 5-fold jump at rs 2485 cr, nim see up 4%",0
"look at l&t, axis bank; like srf: neeraj deewan",0
"sbi q3 pat see down 0.2% at rs 2,474 cr: sharekhan",1
sbi q2 con net profit down 23% at rs 2364 cr,1
rbi slap rs 27-cr penalty on 13 bank for fema violations,1
"hdil, tata global, ifci top picks: manoj vayalar",0
sbi can touch rs 2300: sukhani,1
cci reject cartelisation charge against 12 bank,1
accumulate sbi; target of rs 3000: plilladher,1
"sushil kedia`s view on ril, sbi",1
sell state bank of india: gopi suvanam,1
pnb weakest amongst state bank due to npls: fitch,0
"pick lupin, aurobindo pharma, state bank of india: experts",0
see 5-8% downside in psu banks: shardul kulkarni,0
"key things to watch for sbi q4, net see at rs 3,580cr",1
stay away from coal india: sudarshan sukhani,1
buy bank stock on decline: baliga,1
"sbi q4 profit see down 14%, asset quality key: poll",1
sbi see loan growth pick up from next year,0
sbi-led consortium seek investor for 600 mw power project,1
"buy sbi 1500 put, 1550 call: krish subramanium",1
"look at sbi, bob, boi: kunal bothra",0
state bank of hyderabad q2 net rise 21% to rs 375 cr,0
"rs 7,400cr debt: sbi turn to sc for recovery of loan from jspl",0
axis bank pact with motilal oswal for online trade,0
"sbi, hitachi payments form jv for digital payment platform",1
"sbi q1 nii see up 3.47% to rs 4,984.77 cr",1
super six stock you can bet on june 1,1
sbi hike lend rat by 75 bps,0
see profit book in psu banks: ur bhat,1
"add sbi, axis bank, icici bank in portfolio: choksey",0
khurana positive on punjab national bank,1
exit state bank of india at around rs 283-285: ruchit jain,0
no solution yet to iran oil fund row: sbi source,0
sbi-led consortium pick up about 23.3% stake in kingfisher,0
"below rs 1020, expect 10-15% dip in sbi: m thakkar",1
sbi q1 pat see at rs 1780.4 cr: iifl,0
ai to issue rs 7500cr worth of share to its bankers,0
sbi have target of rs 2030-2050: m thacker,1
mithil pradhan bullish on bank stock,1
sbi post q4 results: how to play the stock now,1
sbi have resistance at rs 2680-2700: kulkarni,0
sbi best pick from psu bank space: dilip bhat,1
"reduce state bank of india, target of rs 1200: emkay",1
"sbi q4 review: global brokerages maintain buy, see 25-50% upside",1
"focus on private banks, sbi from psu space: dipan mehta",0
cabinet clear 49% fdi in insurance and pension,1
get in sbi at around rs 150-155; may test rs 250: vijay chopra,1
"state bank of india fy13 result on may 23, 2013",0
"sbi cap on jet airways: receive some eois, extend deadline to allow better participation",1
hdfc bank hike lend rat by 50-55 bps,0
fitch affirm long-term rat of six bank at 'bbb-' with stable outlook,1
will seek govt's nod for right issue this month: sbi,1
"buy sbi for long term, say sudarshan sukhani",1
"buy sbi, hdfc, chennai petroleum: ashwani gujral",1
bank of baroda a safer bet: pn vijay,0
"axis bank, indusind bank may see some upmove: choksey",0
see 20-25% upside in psu banks: deven choksey,1
here be why sp tulsian be positive on psu bank,1
sbi bond issue oversubscribed 17 time,1
atul badkar bullish on private bank stock,1
buy state bank of india; target of rs 1848: angel broking,0
india's top 100 brand value at usd 92.6bn; tatas top list,0
"buy ceat, dr reddy's, concor, vedanta: sudarshan sukhani",0
"sbi may test rs 220, say sandeep wagle",0
"buy gail india, bpcl, ongc, enter it stocks: ashwani gujral",1
"govt allocate rs 22,915 cr for psu bank re-capitalization",1
cbi book r p info systems for rs 515 crore fraud,0
"stock in the news: hindalco, tata chemicals, lupin, j&k bank, mahindra holidays, central bank",1
sbi look good at current level: bhat,1
capital adequacy be more than 13% before qip: canara bank,0
ifci offload entire stake in non-core biz in hardicon,0
sbi hop rate cut to help boost sag loan market,1
state bank of india an underperformer: karvy stock broking,1
go long in tcs; short sbi: rahul mohindar,0
sbi chief say new bank charge will help jan dhan cost,0
sensex just hit mount 32k! 8 stock which can give up to 23% return in 6 months,1
dipan mehta positive on sbi,1
exit state bank of india: sudarshan sukhani,0
export import forum felicitate indian exporters,1
sbi q1 net see down 34% at rs 2432 cr: kr choksey,0
invest in icici bank & sbi say sudarshan sukhani,0
"vishal goyal positive on psu banks, prefer sbi",1
vijay mallya's extradition case edge towards rule,0
govt to infuse up to $1.6 bn in sbi by march: official,1
sbi to review special home loan scheme on nov 5,1
sbi to get rs 7900cr from govt by next month-end,0
sbi to launch up to $2.3 billion share sale as early as this week: source,1
reduce sbi; target of rs 1750: emkay,1
bank sector result preview for q4fy13: motilal oswal,1
"exit sbi at around rs 1800-1850, say shardul kulkarni",0
sbi cut deposit rat for 1-3 yrs to 8.75% from 9%,1
"state bank of india q4 net profit see up 70.9% qoq to rs. 6,759.4 cr: kotak",1
"pick sbi, icici bank, axis bank: naveen kulkarni",1
look at financial space: r sreesankar,1
prashant kumar take charge as cfo of sbi,0
sbi rule out fresh loan for kingfisher airlines,1
"psu bank look attractive, prefer sbi, pnb, obc: sukhani",1
"buy state bank of india, petronet lng, apollo tyres: gujral",1
arundhati bhattacharya front runner for post of sbi chief,0
"sbi, icici bank, axis bank safe bets, say sukhani",1
